InvoiceNo,InvoiceDate,CustomerID
545907,3/8/11 9:24,15806.0
545908,3/8/11 9:26,14709.0
545909,3/8/11 9:45,15819.0
545910,3/8/11 10:04,14586.0
545911,3/8/11 10:12,17940.0
545912,3/8/11 10:33,15944.0
545913,3/8/11 10:39,16779.0
545914,3/8/11 11:39,13340.0
545915,3/8/11 11:44,17419.0
545916,3/8/11 11:46,12528.0
545918,3/8/11 11:55,16917.0
545928,3/8/11 11:59,14407.0
545933,3/8/11 12:04,13908.0
545937,3/8/11 12:05,12758.0
545945,3/8/11 12:07,16710.0
545978,3/8/11 12:19,13975.0
545979,3/8/11 12:30,12748.0
545980,3/8/11 12:49,14730.0
545987,3/8/11 12:51,17389.0
545988,3/8/11 12:52,12662.0
545989,3/8/11 12:57,14560.0
545990,3/8/11 13:07,
545991,3/8/11 13:12,15311.0
545992,3/8/11 13:21,16927.0
545993,3/8/11 13:23,13777.0
545994,3/8/11 13:50,12623.0
545995,3/8/11 13:54,15023.0
545996,3/8/11 14:12,14367.0
545998,3/8/11 14:35,13373.0
C545997,3/8/11 14:35,12679.0
545999,3/8/11 14:44,13089.0
546000,3/8/11 14:47,13089.0
546001,3/8/11 15:03,13854.0
546002,3/8/11 15:06,
546003,3/8/11 15:07,16712.0
546004,3/8/11 15:13,
546005,3/8/11 15:17,14426.0
546006,3/8/11 15:22,17639.0
546007,3/8/11 15:34,
546008,3/8/11 15:43,
546009,3/8/11 15:45,16426.0
546010,3/8/11 15:55,
546011,3/8/11 16:31,17306.0
546013,3/8/11 16:38,16495.0
546014,3/8/11 16:39,16495.0
546015,3/8/11 16:48,14336.0
546016,3/8/11 17:21,
546017,3/8/11 17:23,14507.0
546018,3/8/11 17:23,
546019,3/8/11 17:25,14507.0
546020,3/8/11 17:27,
546021,3/8/11 17:27,
C546022,3/8/11 17:28,14507.0
546023,3/8/11 17:29,
546024,3/8/11 17:31,
546025,3/8/11 17:31,
546026,3/8/11 17:43,
546027,3/9/11 8:09,12759.0
546028,3/9/11 8:33,17049.0
546029,3/9/11 8:59,15206.0
546030,3/9/11 8:59,14013.0
546031,3/9/11 9:11,13267.0
546032,3/9/11 9:11,13267.0
546033,3/9/11 9:12,13267.0
546034,3/9/11 9:44,14032.0
546035,3/9/11 9:50,12924.0
546036,3/9/11 9:52,14645.0
546037,3/9/11 10:00,14825.0
546038,3/9/11 10:19,15071.0
546062,3/9/11 10:51,16221.0
546067,3/9/11 10:58,17450.0
546079,3/9/11 11:05,14534.0
C546080,3/9/11 11:18,15078.0
C546081,3/9/11 11:23,15974.0
546082,3/9/11 11:25,12971.0
546083,3/9/11 11:27,12971.0
546084,3/9/11 11:28,14112.0
546085,3/9/11 11:32,
546087,3/9/11 11:35,13026.0
546088,3/9/11 11:44,12881.0
546089,3/9/11 11:44,17864.0
546090,3/9/11 11:48,16525.0
546091,3/9/11 11:53,14936.0
546092,3/9/11 11:54,17138.0
546096,3/9/11 11:59,15502.0
546100,3/9/11 12:04,16572.0
546101,3/9/11 12:12,14803.0
546102,3/9/11 12:12,16316.0
546103,3/9/11 12:14,13093.0
546104,3/9/11 12:19,14527.0
546105,3/9/11 12:21,14662.0
C546106,3/9/11 12:21,14527.0
546107,3/9/11 12:33,17238.0
546108,3/9/11 12:35,15529.0
546109,3/9/11 12:37,
546110,3/9/11 12:38,17770.0
546111,3/9/11 12:39,14165.0
546112,3/9/11 12:44,15769.0
546113,3/9/11 13:18,14344.0
546114,3/9/11 13:47,
546115,3/9/11 13:50,15379.0
546116,3/9/11 13:53,15367.0
546117,3/9/11 13:56,16771.0
546118,3/9/11 14:14,13078.0
546119,3/9/11 14:22,16945.0
546120,3/9/11 14:23,16945.0
546121,3/9/11 14:30,14085.0
546122,3/9/11 14:32,15581.0
546123,3/9/11 14:49,16419.0
546124,3/9/11 14:50,
546126,3/9/11 14:52,
C546125,3/9/11 14:52,16316.0
546127,3/9/11 14:57,17730.0
C546128,3/9/11 15:05,15622.0
546129,3/9/11 15:07,
546130,3/9/11 15:08,
C546131,3/9/11 15:08,16057.0
546132,3/9/11 15:17,15057.0
546133,3/9/11 15:20,14291.0
546134,3/9/11 15:35,13493.0
546135,3/9/11 15:47,12388.0
546136,3/9/11 16:32,
546137,3/9/11 16:33,
546138,3/9/11 16:34,
546139,3/9/11 16:35,
546140,3/9/11 16:35,
546141,3/9/11 16:36,
546142,3/9/11 16:37,
546145,3/9/11 16:39,
546146,3/9/11 16:41,
546147,3/9/11 16:42,
546148,3/9/11 16:43,
546149,3/9/11 17:02,
546150,3/9/11 17:03,
546151,3/9/11 17:04,
546152,3/9/11 17:25,
546153,3/10/11 7:42,13538.0
546154,3/10/11 7:43,13953.0
546155,3/10/11 8:29,15632.0
546156,3/10/11 8:31,14297.0
546157,3/10/11 8:40,13502.0
546158,3/10/11 9:30,13899.0
546159,3/10/11 9:41,16471.0
546160,3/10/11 9:49,15838.0
546161,3/10/11 9:52,17404.0
C546162,3/10/11 9:53,17404.0
546163,3/10/11 10:03,17377.0
546164,3/10/11 10:04,15939.0
546165,3/10/11 10:08,18183.0
546166,3/10/11 10:10,16553.0
C546167,3/10/11 10:13,15611.0
C546168,3/10/11 10:22,16670.0
546169,3/10/11 10:27,14603.0
C546170,3/10/11 10:29,15034.0
546171,3/10/11 10:31,16359.0
546172,3/10/11 10:32,14156.0
C546173,3/10/11 10:34,14227.0
C546174,3/10/11 10:38,13094.0
546182,3/10/11 10:53,14334.0
546189,3/10/11 10:56,13102.0
546190,3/10/11 10:57,13102.0
C546191,3/10/11 10:57,16422.0
C546203,3/10/11 11:13,16839.0
C546204,3/10/11 11:13,13599.0
C546205,3/10/11 11:14,18223.0
C546206,3/10/11 11:15,13014.0
C546207,3/10/11 11:17,14211.0
C546208,3/10/11 11:19,12417.0
C546209,3/10/11 11:31,15596.0
C546210,3/10/11 11:31,14713.0
C546211,3/10/11 11:32,15358.0
546212,3/10/11 11:33,14156.0
546213,3/10/11 11:37,14156.0
C546214,3/10/11 11:45,15724.0
546215,3/10/11 11:52,14713.0
546216,3/10/11 11:56,18173.0
C546217,3/10/11 12:04,14057.0
546218,3/10/11 12:11,14667.0
546220,3/10/11 12:16,16745.0
546223,3/10/11 12:22,14854.0
546230,3/10/11 12:26,13871.0
C546234,3/10/11 12:31,13599.0
546235,3/10/11 12:42,14976.0
546236,3/10/11 12:48,12370.0
546237,3/10/11 12:50,16625.0
C546238,3/10/11 12:58,13767.0
546239,3/10/11 12:59,14064.0
546240,3/10/11 13:00,
C546241,3/10/11 13:04,14903.0
546242,3/10/11 13:07,16743.0
546243,3/10/11 13:08,15308.0
546244,3/10/11 13:24,
546245,3/10/11 13:26,
546246,3/10/11 13:28,14841.0
546247,3/10/11 13:34,18086.0
546248,3/10/11 13:46,16477.0
546249,3/10/11 13:58,14606.0
546250,3/10/11 14:14,14350.0
546251,3/10/11 14:37,16553.0
546252,3/10/11 14:42,14930.0
546253,3/10/11 14:44,16080.0
546254,3/10/11 14:45,14727.0
546255,3/10/11 14:56,13468.0
C546256,3/10/11 14:56,15738.0
546261,3/10/11 15:01,17841.0
546263,3/10/11 15:01,14156.0
C546267,3/10/11 15:02,15093.0
C546270,3/10/11 15:03,17567.0
546275,3/10/11 15:06,13126.0
C546278,3/10/11 15:06,13476.0
546279,3/10/11 15:08,17841.0
546293,3/10/11 15:13,
546301,3/10/11 15:21,16778.0
C546302,3/10/11 15:27,14214.0
546303,3/10/11 15:30,
546304,3/10/11 15:52,14077.0
546305,3/10/11 16:16,14056.0
546306,3/10/11 16:16,
546307,3/10/11 16:22,
546308,3/10/11 16:23,
546309,3/10/11 16:24,
546310,3/10/11 16:26,15291.0
546311,3/10/11 17:35,
546312,3/10/11 18:13,
C546313,3/10/11 18:18,13094.0
546314,3/10/11 19:05,16808.0
546315,3/11/11 8:31,16558.0
546316,3/11/11 8:59,17076.0
546317,3/11/11 9:07,14913.0
546318,3/11/11 9:20,16013.0
546319,3/11/11 9:23,17949.0
546321,3/11/11 9:39,16475.0
C546320,3/11/11 9:39,12708.0
546322,3/11/11 9:42,14114.0
C546323,3/11/11 9:48,13975.0
546324,3/11/11 9:54,13265.0
546326,3/11/11 10:15,13798.0
C546325,3/11/11 10:15,14911.0
C546327,3/11/11 10:18,14911.0
546328,3/11/11 10:19,14911.0
546329,3/11/11 10:22,14911.0
546330,3/11/11 10:30,16817.0
546331,3/11/11 10:31,13133.0
C546362,3/11/11 11:18,16419.0
C546363,3/11/11 11:30,16912.0
546364,3/11/11 11:33,
546365,3/11/11 11:35,12520.0
546366,3/11/11 11:37,12748.0
546367,3/11/11 11:38,15513.0
546368,3/11/11 11:38,
546369,3/11/11 11:41,15513.0
546372,3/11/11 11:47,13098.0
546373,3/11/11 12:00,12583.0
546374,3/11/11 12:05,17194.0
546375,3/11/11 12:07,
546376,3/11/11 12:11,13842.0
546377,3/11/11 12:13,15049.0
546378,3/11/11 12:17,14329.0
546379,3/11/11 12:21,
546380,3/11/11 12:26,12748.0
546381,3/11/11 12:29,12748.0
546382,3/11/11 12:44,18149.0
546383,3/11/11 12:54,13654.0
546384,3/11/11 13:03,15311.0
546385,3/11/11 13:13,16652.0
546386,3/11/11 13:31,14312.0
546387,3/11/11 13:34,16766.0
546388,3/11/11 13:42,
546388,3/11/11 13:43,
546389,3/11/11 13:56,16801.0
546390,3/11/11 14:03,14083.0
546391,3/11/11 14:06,17800.0
546392,3/11/11 14:15,14587.0
546393,3/11/11 14:21,
546394,3/11/11 14:26,17164.0
C546395,3/11/11 14:29,14214.0
546396,3/11/11 14:35,13226.0
546397,3/11/11 14:37,12971.0
546398,3/11/11 14:52,13043.0
546399,3/11/11 14:58,14352.0
C546400,3/11/11 15:02,17994.0
546401,3/11/11 15:14,17994.0
546402,3/11/11 15:22,13305.0
546403,3/11/11 15:22,16766.0
546404,3/11/11 15:42,13509.0
546405,3/11/11 16:05,17351.0
546406,3/11/11 16:21,
546407,3/11/11 16:24,
546408,3/11/11 16:25,
546409,3/11/11 16:27,
546411,3/11/11 16:43,12939.0
546412,3/11/11 16:50,12748.0
546413,3/11/11 16:54,17961.0
546414,3/13/11 10:25,16768.0
546415,3/13/11 10:27,17975.0
546417,3/13/11 10:48,14800.0
C546416,3/13/11 10:48,14800.0
546418,3/13/11 10:57,17315.0
546419,3/13/11 11:06,16693.0
546420,3/13/11 11:18,14810.0
546421,3/13/11 11:21,13700.0
546422,3/13/11 11:38,15547.0
546423,3/13/11 12:39,14502.0
546424,3/13/11 12:51,13956.0
546425,3/13/11 13:36,16983.0
546426,3/13/11 13:46,13708.0
546427,3/13/11 14:29,14606.0
546428,3/13/11 14:55,12681.0
546429,3/13/11 15:25,17611.0
546430,3/13/11 15:55,15918.0
546431,3/14/11 8:05,16954.0
546432,3/14/11 8:21,14180.0
546433,3/14/11 8:37,12778.0
546434,3/14/11 8:41,12383.0
546435,3/14/11 9:37,15671.0
546436,3/14/11 9:42,14962.0
546437,3/14/11 9:46,16807.0
546438,3/14/11 9:59,15125.0
546440,3/14/11 10:31,16871.0
546441,3/14/11 10:36,15159.0
546442,3/14/11 10:38,15159.0
546443,3/14/11 10:41,12901.0
546444,3/14/11 10:47,
546462,3/14/11 10:55,12845.0
546464,3/14/11 10:57,13225.0
546465,3/14/11 10:57,14395.0
546466,3/14/11 11:04,18118.0
546479,3/14/11 11:38,12682.0
546480,3/14/11 11:38,13452.0
546486,3/14/11 11:41,15039.0
546498,3/14/11 11:44,15493.0
C546496,3/14/11 11:44,17646.0
C546501,3/14/11 11:45,12584.0
546502,3/14/11 11:46,16005.0
C546507,3/14/11 11:47,12712.0
546508,3/14/11 12:11,15971.0
546509,3/14/11 12:15,14911.0
546510,3/14/11 12:17,16353.0
C546511,3/14/11 12:19,12921.0
C546517,3/14/11 12:24,15308.0
C546519,3/14/11 12:27,14350.0
546520,3/14/11 12:28,14911.0
546521,3/14/11 12:34,16013.0
546522,3/14/11 12:41,13319.0
546523,3/14/11 12:42,13319.0
546524,3/14/11 12:51,17811.0
546525,3/14/11 12:58,14733.0
546526,3/14/11 12:59,15061.0
546527,3/14/11 13:00,15061.0
546528,3/14/11 13:04,15311.0
C546529,3/14/11 13:05,15502.0
546530,3/14/11 13:25,17404.0
546531,3/14/11 13:35,15738.0
546532,3/14/11 13:36,14060.0
546533,3/14/11 13:53,15388.0
546534,3/14/11 13:56,16150.0
C546535,3/14/11 14:11,15502.0
C546536,3/14/11 14:28,15493.0
546537,3/14/11 14:32,15005.0
546538,3/14/11 14:51,16327.0
546539,3/14/11 15:01,
546540,3/14/11 15:05,15061.0
546541,3/14/11 15:11,14911.0
546542,3/14/11 15:13,13263.0
546543,3/14/11 15:40,17841.0
546544,3/14/11 15:41,16570.0
546545,3/14/11 15:48,16804.0
C546548,3/14/11 16:42,16518.0
546549,3/14/11 16:46,17799.0
546550,3/14/11 16:54,17799.0
546551,3/14/11 17:33,
546552,3/15/11 8:18,13082.0
546553,3/15/11 8:52,13499.0
546554,3/15/11 9:13,16037.0
546555,3/15/11 9:22,17675.0
546556,3/15/11 9:32,16156.0
C546557,3/15/11 9:44,
546558,3/15/11 9:50,
C546559,3/15/11 10:24,12727.0
546560,3/15/11 10:26,12931.0
546561,3/15/11 10:34,18260.0
546562,3/15/11 10:45,16293.0
546563,3/15/11 10:49,15047.0
546569,3/15/11 10:53,14016.0
546580,3/15/11 11:09,14911.0
546622,3/15/11 11:30,17954.0
C546623,3/15/11 11:36,17954.0
546624,3/15/11 11:38,14193.0
546625,3/15/11 11:45,17542.0
546631,3/15/11 12:03,15181.0
546632,3/15/11 12:05,17080.0
546633,3/15/11 12:06,16168.0
546634,3/15/11 12:10,14527.0
546635,3/15/11 12:11,16392.0
546636,3/15/11 12:19,14534.0
546637,3/15/11 12:37,13854.0
546638,3/15/11 12:52,15106.0
546639,3/15/11 12:54,13971.0
546640,3/15/11 12:56,14092.0
C546641,3/15/11 13:01,13451.0
546642,3/15/11 13:13,12779.0
546643,3/15/11 13:23,16214.0
546644,3/15/11 13:28,15932.0
C546645,3/15/11 13:32,15311.0
546646,3/15/11 13:49,13716.0
C546647,3/15/11 13:55,17419.0
546648,3/15/11 14:15,
546649,3/15/11 14:17,
546650,3/15/11 14:17,
546651,3/15/11 14:17,
546652,3/15/11 14:18,
546653,3/15/11 14:18,
546654,3/15/11 14:18,
546655,3/15/11 14:19,
546656,3/15/11 14:19,
546657,3/15/11 14:20,17816.0
546658,3/15/11 14:21,15150.0
546659,3/15/11 14:25,16996.0
546660,3/15/11 14:32,14156.0
546661,3/15/11 14:33,
546662,3/15/11 14:36,16782.0
546663,3/15/11 14:36,
C546664,3/15/11 14:41,16061.0
546665,3/15/11 15:06,15867.0
546666,3/15/11 15:14,
546667,3/15/11 15:31,14735.0
546668,3/15/11 15:33,14735.0
546669,3/15/11 15:36,14226.0
546670,3/15/11 15:37,13451.0
C546671,3/15/11 15:42,15215.0
546672,3/15/11 15:47,
546673,3/15/11 16:11,
546677,3/15/11 16:29,18144.0
546678,3/15/11 16:39,12681.0
546679,3/15/11 16:47,13121.0
C546680,3/15/11 16:51,13121.0
546681,3/16/11 8:29,16297.0
546682,3/16/11 8:31,12994.0
546683,3/16/11 9:38,12868.0
546684,3/16/11 9:47,16152.0
546685,3/16/11 9:52,15687.0
546686,3/16/11 9:52,14636.0
546687,3/16/11 9:58,16040.0
546688,3/16/11 10:17,16497.0
546689,3/16/11 10:24,16985.0
546690,3/16/11 10:25,16985.0
546691,3/16/11 10:45,15793.0
546724,3/16/11 11:02,12845.0
546728,3/16/11 11:09,13983.0
546729,3/16/11 11:36,18231.0
546731,3/16/11 11:39,13089.0
C546730,3/16/11 11:39,18183.0
546732,3/16/11 11:41,14606.0
546733,3/16/11 11:47,16029.0
546734,3/16/11 11:49,16029.0
C546735,3/16/11 11:50,16029.0
546736,3/16/11 11:52,16013.0
546737,3/16/11 11:52,13358.0
546738,3/16/11 11:57,16422.0
546739,3/16/11 12:12,17511.0
C546740,3/16/11 12:13,16983.0
546741,3/16/11 12:22,13261.0
546742,3/16/11 12:26,12849.0
546748,3/16/11 12:42,15182.0
546749,3/16/11 12:43,14543.0
546750,3/16/11 12:44,14543.0
546751,3/16/11 12:45,13668.0
546752,3/16/11 12:55,13299.0
546753,3/16/11 13:00,16383.0
546754,3/16/11 13:13,13027.0
546755,3/16/11 13:29,12502.0
546756,3/16/11 13:31,
546757,3/16/11 13:44,15381.0
C546758,3/16/11 13:47,
546759,3/16/11 13:58,12712.0
546760,3/16/11 14:00,12597.0
546761,3/16/11 14:02,17858.0
546762,3/16/11 14:12,17961.0
546763,3/16/11 14:24,
546764,3/16/11 14:31,15671.0
546765,3/16/11 14:37,12437.0
546766,3/16/11 14:49,12971.0
546767,3/16/11 14:51,12971.0
546768,3/16/11 14:54,15694.0
546769,3/16/11 14:57,17504.0
546770,3/16/11 15:17,12523.0
546771,3/16/11 15:19,17515.0
546772,3/16/11 15:34,15030.0
C546773,3/16/11 15:42,14505.0
546774,3/16/11 15:45,14505.0
546775,3/16/11 15:58,17306.0
546776,3/16/11 16:08,17460.0
C546777,3/16/11 16:23,17080.0
546778,3/16/11 16:38,14572.0
546779,3/16/11 17:19,
546780,3/17/11 7:40,12435.0
546781,3/17/11 9:03,12955.0
546782,3/17/11 9:13,15291.0
C546783,3/17/11 9:32,12924.0
546784,3/17/11 9:49,18189.0
546785,3/17/11 9:56,15189.0
546786,3/17/11 9:57,16523.0
546787,3/17/11 10:01,14035.0
546788,3/17/11 10:02,13946.0
546789,3/17/11 10:17,15769.0
546790,3/17/11 10:26,14713.0
546791,3/17/11 10:38,17716.0
546827,3/17/11 10:52,15301.0
546828,3/17/11 11:56,13185.0
546829,3/17/11 12:00,14840.0
546830,3/17/11 12:10,16839.0
546831,3/17/11 12:15,13199.0
546832,3/17/11 12:18,13216.0
546837,3/17/11 12:37,13650.0
546843,3/17/11 12:40,12472.0
546846,3/17/11 12:47,13533.0
546847,3/17/11 12:51,12989.0
546848,3/17/11 12:53,13533.0
546849,3/17/11 13:13,13623.0
546850,3/17/11 13:20,13268.0
546851,3/17/11 13:23,12480.0
546852,3/17/11 13:27,13104.0
546853,3/17/11 13:34,12845.0
C546854,3/17/11 13:55,17511.0
546855,3/17/11 13:58,18168.0
546856,3/17/11 14:12,15433.0
546857,3/17/11 14:19,12937.0
C546858,3/17/11 14:24,14081.0
C546859,3/17/11 14:39,17603.0
546860,3/17/11 14:47,18198.0
546861,3/17/11 15:03,14911.0
546862,3/17/11 15:34,16216.0
546863,3/17/11 15:41,16377.0
C546864,3/17/11 15:42,13319.0
C546865,3/17/11 15:46,14226.0
546866,3/17/11 15:47,14462.0
C546867,3/17/11 15:48,18218.0
C546868,3/17/11 15:49,15671.0
546869,3/17/11 16:00,12352.0
C546870,3/17/11 16:07,14462.0
546871,3/17/11 16:10,16746.0
546872,3/17/11 16:11,14462.0
546873,3/17/11 16:23,17591.0
546874,3/17/11 16:33,16976.0
546875,3/17/11 16:38,12514.0
546876,3/17/11 16:45,
546877,3/17/11 16:58,18210.0
546878,3/17/11 17:13,13631.0
C546879,3/17/11 17:14,16422.0
C546880,3/17/11 17:16,13093.0
C546881,3/17/11 17:17,15159.0
546882,3/17/11 17:26,14422.0
546883,3/17/11 18:03,13707.0
546884,3/17/11 18:08,
C546885,3/17/11 18:11,15671.0
C546886,3/17/11 18:13,12520.0
C546887,3/17/11 18:14,14329.0
546888,3/17/11 18:15,
C546889,3/17/11 18:16,13971.0
546890,3/17/11 18:18,13394.0
546891,3/17/11 18:18,
546892,3/17/11 18:20,
C546893,3/17/11 18:20,14156.0
C546894,3/17/11 18:21,14334.0
C546895,3/17/11 18:22,15358.0
546896,3/17/11 18:24,
C546897,3/17/11 18:25,18183.0
546898,3/17/11 18:27,17961.0
546899,3/17/11 18:27,14298.0
546900,3/17/11 18:28,14298.0
C546901,3/17/11 18:29,14112.0
546902,3/17/11 18:30,14298.0
C546903,3/17/11 18:31,16217.0
C546904,3/17/11 18:33,16150.0
C546905,3/17/11 18:42,15061.0
C546906,3/17/11 18:44,17675.0
C546907,3/17/11 18:46,16422.0
546908,3/17/11 18:59,15648.0
546909,3/17/11 19:01,14056.0
546910,3/17/11 19:46,13969.0
546911,3/17/11 19:47,17725.0
546912,3/17/11 20:12,15861.0
546913,3/17/11 20:18,15861.0
546914,3/18/11 8:12,13072.0
546915,3/18/11 8:31,15695.0
546916,3/18/11 8:32,15695.0
546917,3/18/11 9:17,14911.0
546918,3/18/11 9:19,15854.0
546919,3/18/11 9:55,12500.0
546920,3/18/11 9:55,12471.0
546921,3/18/11 9:57,12471.0
546922,3/18/11 9:59,14110.0
546923,3/18/11 10:03,16716.0
546924,3/18/11 10:06,14059.0
546925,3/18/11 10:09,12647.0
546926,3/18/11 10:11,17857.0
546927,3/18/11 10:15,16672.0
546928,3/18/11 10:16,17685.0
546929,3/18/11 10:34,13090.0
C546930,3/18/11 10:37,14701.0
C546931,3/18/11 10:40,12989.0
C546932,3/18/11 11:01,16297.0
546933,3/18/11 11:02,
C546943,3/18/11 11:11,
546944,3/18/11 11:13,14701.0
C546948,3/18/11 11:20,
546949,3/18/11 11:22,
546950,3/18/11 11:24,16511.0
546951,3/18/11 11:30,17673.0
546957,3/18/11 11:32,
546963,3/18/11 11:39,16779.0
546972,3/18/11 12:04,
546973,3/18/11 12:07,
546974,3/18/11 12:08,
546976,3/18/11 12:08,
546977,3/18/11 12:08,
C546975,3/18/11 12:08,
C546978,3/18/11 12:15,17857.0
546979,3/18/11 12:18,16256.0
546980,3/18/11 12:18,13591.0
546981,3/18/11 12:21,14066.0
546982,3/18/11 12:26,15483.0
546983,3/18/11 12:27,16626.0
546984,3/18/11 12:35,15019.0
546985,3/18/11 12:41,18270.0
546986,3/18/11 12:55,14194.0
546986,3/18/11 12:56,14194.0
C546987,3/18/11 12:56,
546988,3/18/11 12:57,14194.0
546990,3/18/11 12:59,14315.0
C546989,3/18/11 12:59,
546991,3/18/11 13:08,12748.0
546992,3/18/11 13:18,16684.0
546993,3/18/11 13:19,17921.0
546994,3/18/11 13:20,16684.0
546995,3/18/11 13:25,14041.0
546996,3/18/11 13:27,17060.0
546998,3/18/11 13:32,16023.0
C546997,3/18/11 13:32,12748.0
546999,3/18/11 13:47,17133.0
547000,3/18/11 13:51,14282.0
547001,3/18/11 13:52,16656.0
547002,3/18/11 14:02,12878.0
547003,3/18/11 14:13,14155.0
547004,3/18/11 14:14,17419.0
547005,3/18/11 14:20,12474.0
547006,3/18/11 14:22,
547007,3/18/11 14:38,
C547008,3/18/11 14:39,
547009,3/18/11 14:40,
547017,3/18/11 14:51,13468.0
547018,3/18/11 14:53,17043.0
547019,3/18/11 14:54,17841.0
547020,3/18/11 15:42,17017.0
547021,3/18/11 15:43,13046.0
547022,3/18/11 15:44,17961.0
547023,3/18/11 15:54,16422.0
C547024,3/18/11 16:36,15065.0
547025,3/18/11 16:50,
547026,3/18/11 17:07,14633.0
547028,3/20/11 10:13,13593.0
547029,3/20/11 10:17,15465.0
547030,3/20/11 10:17,12948.0
C547031,3/20/11 10:17,15465.0
547032,3/20/11 10:24,13798.0
547033,3/20/11 10:28,15898.0
547034,3/20/11 10:30,18229.0
547035,3/20/11 10:33,13911.0
547036,3/20/11 10:35,17017.0
547037,3/20/11 10:37,14101.0
547038,3/20/11 10:51,15703.0
547039,3/20/11 10:51,14560.0
547040,3/20/11 10:53,15938.0
547041,3/20/11 10:56,13777.0
547042,3/20/11 11:00,
C547043,3/20/11 11:19,16156.0
547044,3/20/11 11:33,14071.0
547045,3/20/11 11:37,17856.0
547046,3/20/11 11:43,13725.0
547047,3/20/11 11:46,14258.0
547048,3/20/11 11:52,14911.0
547049,3/20/11 11:56,17134.0
547050,3/20/11 12:02,17795.0
547051,3/20/11 12:06,12902.0
547052,3/20/11 12:07,18225.0
547053,3/20/11 12:08,13001.0
C547054,3/20/11 12:11,16444.0
547055,3/20/11 12:14,16444.0
547056,3/20/11 12:25,16402.0
547057,3/20/11 12:28,14217.0
547058,3/20/11 12:44,14232.0
547059,3/20/11 12:50,14693.0
547060,3/20/11 12:57,17954.0
547061,3/20/11 13:21,12407.0
547062,3/20/11 13:28,16728.0
547063,3/20/11 13:33,14769.0
547064,3/20/11 13:38,16096.0
547065,3/20/11 13:38,17068.0
547066,3/20/11 13:41,12921.0
547067,3/20/11 13:43,12921.0
547068,3/20/11 13:48,13985.0
547069,3/20/11 13:52,16710.0
547070,3/20/11 13:58,16115.0
547071,3/20/11 13:59,12693.0
547072,3/20/11 14:01,13592.0
547073,3/20/11 14:23,17211.0
547074,3/20/11 14:35,13102.0
547075,3/20/11 14:35,15288.0
547076,3/20/11 14:37,15140.0
547077,3/20/11 14:38,12843.0
547078,3/20/11 14:41,14408.0
547079,3/20/11 15:02,15408.0
547080,3/20/11 15:06,15445.0
547081,3/20/11 15:07,14205.0
547082,3/20/11 15:15,
547083,3/20/11 15:21,15452.0
547084,3/20/11 15:24,17690.0
547085,3/20/11 15:41,12600.0
547086,3/20/11 15:46,12428.0
547087,3/20/11 15:58,12726.0
547088,3/20/11 16:02,14223.0
547089,3/20/11 16:10,
547090,3/20/11 16:12,17230.0
C547091,3/20/11 16:14,
547092,3/21/11 8:18,16619.0
547093,3/21/11 8:20,14762.0
547094,3/21/11 8:39,13934.0
547095,3/21/11 9:03,13018.0
547096,3/21/11 9:13,15669.0
547097,3/21/11 9:33,13021.0
547098,3/21/11 10:13,16384.0
547099,3/21/11 10:30,18224.0
547100,3/21/11 10:31,15615.0
547101,3/21/11 10:34,16029.0
547102,3/21/11 10:41,14245.0
547103,3/21/11 10:54,15218.0
C547104,3/21/11 11:02,16817.0
547105,3/21/11 11:20,13854.0
547106,3/21/11 11:24,15039.0
547107,3/21/11 11:34,17315.0
547108,3/21/11 11:36,14659.0
547109,3/21/11 11:46,12423.0
547114,3/21/11 11:49,14688.0
547122,3/21/11 11:52,17678.0
547134,3/21/11 11:57,15996.0
547154,3/21/11 12:06,15299.0
547165,3/21/11 12:10,13593.0
C547168,3/21/11 12:10,13593.0
547171,3/21/11 12:13,17849.0
C547187,3/21/11 12:20,12779.0
547192,3/21/11 12:32,15855.0
C547193,3/21/11 12:38,17811.0
547194,3/21/11 12:42,12637.0
547195,3/21/11 12:42,17204.0
547196,3/21/11 12:44,12637.0
547197,3/21/11 12:45,17811.0
C547198,3/21/11 12:50,14606.0
547199,3/21/11 12:53,14606.0
547200,3/21/11 13:01,16036.0
547201,3/21/11 13:35,13113.0
547202,3/21/11 13:38,17841.0
547203,3/21/11 13:51,17146.0
547204,3/21/11 13:58,13491.0
547205,3/21/11 14:00,16558.0
547206,3/21/11 14:18,16791.0
547207,3/21/11 14:25,17763.0
C547208,3/21/11 14:39,15189.0
547209,3/21/11 14:44,13081.0
547219,3/21/11 14:51,
547220,3/21/11 15:02,13410.0
547221,3/21/11 15:06,13262.0
547222,3/21/11 15:07,18008.0
547223,3/21/11 15:10,12867.0
547224,3/21/11 15:15,
547225,3/21/11 15:20,
547226,3/21/11 15:33,14167.0
547227,3/21/11 15:40,12748.0
C547228,3/21/11 15:48,16626.0
C547229,3/21/11 15:49,17213.0
C547230,3/21/11 16:06,18189.0
C547231,3/21/11 16:07,15291.0
C547232,3/21/11 16:15,12994.0
547233,3/21/11 16:20,17152.0
C547234,3/21/11 16:21,12428.0
C547235,3/21/11 16:25,15291.0
C547236,3/21/11 16:27,14180.0
C547237,3/21/11 16:29,16080.0
547238,3/21/11 16:31,
547239,3/21/11 16:32,
547240,3/21/11 16:32,17585.0
C547241,3/21/11 16:34,16817.0
547243,3/21/11 16:59,17231.0
547244,3/21/11 17:10,16427.0
547245,3/22/11 8:49,14632.0
