SalesKey,InvoiceNo,CustomerKey,ProductKey,DateKey,Quantity,UnitPrice,Revenue
26294,540095,809,286,21,1.0,2.95,2.95
26295,540096,348,624,21,12.0,1.25,15.0
26296,540096,348,625,21,12.0,1.25,15.0
26297,540096,348,626,21,12.0,1.25,15.0
26298,540096,348,627,21,12.0,1.25,15.0
26299,540096,348,628,21,12.0,1.25,15.0
26300,540096,348,809,21,72.0,0.42,30.24
26301,540096,348,1293,21,16.0,1.95,31.2
26302,540096,348,1295,21,16.0,1.95,31.2
26303,540096,348,1422,21,144.0,0.21,30.24
26304,540096,348,1421,21,144.0,0.21,30.24
26305,540096,348,1589,21,4.0,9.95,39.8
26306,540096,348,2219,21,12.0,1.95,23.4
26307,540096,348,2517,21,12.0,1.25,15.0
26308,540096,348,2623,21,48.0,0.85,40.8
26309,540096,348,89,21,72.0,0.38,27.36
26310,540096,348,1528,21,24.0,4.25,102.0
26311,540098,1401,948,21,2.0,2.95,5.9
26312,540098,1401,1755,21,1.0,2.1,2.1
26313,540098,1401,256,21,1.0,0.65,0.65
26314,540098,1401,257,21,1.0,0.65,0.65
26315,540098,1401,630,21,1.0,8.5,8.5
26316,540098,1401,2017,21,1.0,1.25,1.25
26317,540098,1401,2018,21,1.0,1.25,1.25
26318,540098,1401,2016,21,1.0,1.95,1.95
26319,540098,1401,1202,21,1.0,1.95,1.95
26320,540098,1401,2576,21,2.0,2.95,5.9
26321,540098,1401,1292,21,2.0,2.95,5.9
26322,540098,1401,1295,21,1.0,4.95,4.95
26323,540098,1401,1297,21,1.0,4.95,4.95
26324,540098,1401,1437,21,1.0,8.5,8.5
26325,540098,1401,308,21,2.0,1.25,2.5
26326,540098,1401,806,21,1.0,1.25,1.25
26327,540098,1401,310,21,3.0,1.25,3.75
26328,540098,1401,1460,21,1.0,4.95,4.95
26329,540098,1401,1291,21,2.0,1.65,3.3
26330,540098,1401,632,21,1.0,9.95,9.95
26331,540098,1401,372,21,1.0,2.1,2.1
26332,540098,1401,2168,21,1.0,2.1,2.1
26333,540098,1401,2605,21,1.0,2.55,2.55
26334,540098,1401,2169,21,1.0,2.1,2.1
26335,540098,1401,2606,21,1.0,2.1,2.1
26336,540098,1401,370,21,1.0,2.1,2.1
26337,540098,1401,979,21,1.0,2.95,2.95
26338,540098,1401,1238,21,1.0,2.95,2.95
26339,540098,1401,1237,21,1.0,2.1,2.1
26340,540098,1401,364,21,1.0,1.95,1.95
26341,540098,1401,366,21,1.0,1.69,1.69
26342,540098,1401,2186,21,1.0,2.95,2.95
26343,540098,1401,2185,21,1.0,2.95,2.95
26344,540098,1401,2038,21,2.0,1.25,2.5
26345,540098,1401,2037,21,2.0,1.25,2.5
26346,540098,1401,399,21,1.0,4.95,4.95
26347,540098,1401,2475,21,1.0,0.42,0.42
26348,540098,1401,2476,21,1.0,0.42,0.42
26349,540098,1401,2473,21,1.0,0.55,0.55
26350,540098,1401,876,21,1.0,0.55,0.55
26351,540098,1401,2474,21,1.0,0.55,0.55
26352,540098,1401,874,21,1.0,0.55,0.55
26353,540098,1401,396,21,1.0,0.55,0.55
26354,540098,1401,397,21,1.0,0.55,0.55
26355,540098,1401,1135,21,2.0,1.65,3.3
26356,540098,1401,1134,21,2.0,1.65,3.3
26357,540098,1401,1902,21,2.0,0.85,1.7
26358,540098,1401,2385,21,2.0,1.25,2.5
26359,540098,1401,344,21,1.0,6.95,6.95
26360,540098,1401,536,21,1.0,3.75,3.75
26361,540098,1401,535,21,2.0,1.65,3.3
26362,540098,1401,1116,21,1.0,2.55,2.55
26363,540098,1401,1215,21,1.0,1.65,1.65
26364,540098,1401,1214,21,1.0,1.65,1.65
26365,540098,1401,1213,21,1.0,1.65,1.65
26366,540098,1401,159,21,1.0,1.65,1.65
26367,540099,1247,1647,21,3.0,8.5,25.5
26368,540099,1247,454,21,8.0,2.1,16.8
26369,540099,1247,401,21,6.0,3.75,22.5
26370,540099,1247,2157,21,6.0,6.45,38.7
26371,540099,1247,399,21,4.0,4.95,19.8
26372,540099,1247,1648,21,3.0,6.35,19.049999999999997
26373,540099,1247,239,21,4.0,2.95,11.8
26374,540099,1247,1248,21,4.0,12.75,51.0
26375,540099,1247,1373,21,6.0,1.49,8.94
26376,540099,1247,661,21,2.0,3.95,7.9
26377,540099,1247,2248,21,12.0,1.25,15.0
26378,540099,1247,2158,21,4.0,7.95,31.8
26379,540099,1247,2156,21,4.0,5.95,23.8
26380,540099,1247,370,21,12.0,2.1,25.200000000000003
26381,540099,1247,2606,21,12.0,2.1,25.200000000000003
26382,540099,1247,2166,21,12.0,2.1,25.200000000000003
26383,540099,1247,1044,21,1.0,8.5,8.5
26384,540099,1247,1045,21,1.0,8.5,8.5
26385,540099,1247,1043,21,1.0,8.5,8.5
26386,540099,1247,169,21,4.0,2.1,8.4
26387,540099,1247,2000,21,10.0,1.25,12.5
26388,540099,1247,975,21,6.0,3.75,22.5
26389,540099,1247,2181,21,4.0,3.75,15.0
26390,540099,1247,2182,21,4.0,4.25,17.0
26391,540099,1247,1781,21,24.0,0.42,10.08
26392,540099,1247,668,21,12.0,1.25,15.0
26393,540099,1247,669,21,12.0,1.25,15.0
26394,540099,1247,667,21,12.0,1.25,15.0
26395,540099,1247,670,21,12.0,1.25,15.0
26396,540099,1247,1534,21,3.0,3.75,11.25
26397,540099,1247,1536,21,3.0,3.75,11.25
26398,540099,1247,1533,21,3.0,3.75,11.25
26399,540099,1247,1535,21,3.0,3.75,11.25
26400,540099,1247,2141,21,2.0,4.95,9.9
26401,540099,1247,155,21,10.0,0.85,8.5
26402,540099,1247,154,21,20.0,0.85,17.0
26403,540099,1247,156,21,20.0,0.85,17.0
26404,540099,1247,157,21,10.0,1.65,16.5
26405,540099,1247,158,21,10.0,1.65,16.5
26406,540099,1247,2563,21,20.0,1.95,39.0
26407,540099,1247,2562,21,13.0,1.95,25.349999999999998
26408,540113,302,1583,22,1.0,9.95,9.95
26409,540113,302,1071,22,12.0,1.95,23.4
26410,540113,302,2434,22,24.0,0.42,10.08
26411,540113,302,2657,22,12.0,2.1,25.200000000000003
26412,540113,302,329,22,24.0,1.95,46.8
26413,540113,302,330,22,24.0,1.95,46.8
26414,540113,302,1295,22,8.0,1.95,15.6
26415,540113,302,2248,22,12.0,1.25,15.0
26416,540113,302,2516,22,12.0,1.25,15.0
26417,540113,302,2517,22,12.0,1.25,15.0
26418,540113,302,9,22,20.0,0.42,8.4
26419,540113,302,2377,22,16.0,0.85,13.6
26420,540113,302,2379,22,24.0,0.21,5.04
26421,540113,302,803,22,12.0,1.25,15.0
26422,540113,302,1329,22,8.0,1.25,10.0
26423,540113,302,2378,22,8.0,1.25,10.0
26424,540113,302,2348,22,12.0,1.95,23.4
26425,540113,302,1074,22,24.0,0.65,15.600000000000001
26426,540114,1139,1666,22,36.0,2.1,75.60000000000001
26427,540114,1139,568,22,4.0,3.45,13.8
26428,540114,1139,870,22,48.0,0.29,13.919999999999998
26429,540114,1139,1638,22,24.0,0.85,20.4
26430,540114,1139,2190,22,96.0,0.29,27.839999999999996
26431,540114,1139,877,22,48.0,0.29,13.919999999999998
26432,540114,1139,879,22,48.0,0.29,13.919999999999998
26433,540114,1139,566,22,8.0,3.75,30.0
26434,540114,1139,2182,22,8.0,4.25,34.0
26435,540115,1050,891,22,6.0,1.65,9.899999999999999
26436,540115,1050,2655,22,6.0,1.65,9.899999999999999
26437,540115,1050,2197,22,6.0,1.95,11.7
26438,540115,1050,2639,22,6.0,1.65,9.899999999999999
26439,540115,1050,1082,22,12.0,1.25,15.0
26440,540115,1050,2644,22,24.0,0.65,15.600000000000001
26441,540115,1050,328,22,9.0,2.55,22.95
26442,540115,1050,327,22,6.0,2.95,17.700000000000003
26443,540120,1898,1528,22,6.0,4.95,29.700000000000003
26444,540120,1898,1436,22,4.0,8.5,34.0
26445,540120,1898,1437,22,4.0,8.5,34.0
26446,540120,1898,1533,22,8.0,3.75,30.0
26447,540120,1898,1534,22,12.0,3.75,45.0
26448,540120,1898,1537,22,8.0,3.75,30.0
26449,540120,1898,1644,22,4.0,7.95,31.8
26450,540120,1898,569,22,12.0,4.95,59.400000000000006
26451,540120,1898,719,22,12.0,2.95,35.400000000000006
26452,540120,1898,1041,22,12.0,3.95,47.400000000000006
26453,540120,1898,2157,22,12.0,5.55,66.6
26454,540120,1898,568,22,8.0,3.45,27.6
26455,540120,1898,733,22,12.0,5.95,71.4
26456,540120,1898,667,22,24.0,1.25,30.0
26457,540120,1898,668,22,24.0,1.25,30.0
26458,540120,1898,669,22,24.0,1.25,30.0
26459,540120,1898,670,22,24.0,1.25,30.0
26460,540120,1898,1608,22,18.0,2.95,53.1
26461,540120,1898,2576,22,32.0,2.55,81.6
26462,540120,1898,2408,22,64.0,1.69,108.16
26463,540120,1898,2648,22,36.0,0.65,23.400000000000002
26464,540120,1898,1086,22,48.0,0.85,40.8
26465,540121,1372,641,22,12.0,3.95,47.400000000000006
26466,540121,1372,1071,22,12.0,1.95,23.4
26467,540121,1372,1178,22,24.0,0.85,20.4
26468,540121,1372,1423,22,36.0,0.21,7.56
26469,540121,1372,1638,22,24.0,0.85,20.4
26470,540121,1372,2621,22,12.0,0.85,10.2
26471,540121,1372,2620,22,12.0,0.85,10.2
26472,540121,1372,2351,22,4.0,4.65,18.6
26473,540121,1372,145,22,24.0,1.95,46.8
26474,540121,1372,146,22,24.0,1.95,46.8
26475,540121,1372,1767,22,6.0,2.55,15.299999999999999
26476,540121,1372,1768,22,6.0,2.55,15.299999999999999
26477,540121,1372,1086,22,12.0,0.85,10.2
26478,540121,1372,1146,22,6.0,2.55,15.299999999999999
26479,540121,1372,1701,22,6.0,2.95,17.700000000000003
26480,540121,1372,1702,22,12.0,2.1,25.200000000000003
26481,540121,1372,1147,22,6.0,2.55,15.299999999999999
26482,540122,484,1295,22,40.0,1.95,78.0
26483,540122,484,1293,22,40.0,1.95,78.0
26484,540122,484,1229,22,120.0,0.42,50.4
26485,540122,484,1329,22,40.0,1.25,50.0
26486,540122,484,1330,22,40.0,1.25,50.0
26487,540122,484,1331,22,8.0,1.25,10.0
26488,540122,484,1422,22,180.0,0.21,37.8
26489,540122,484,1450,22,32.0,0.85,27.2
26490,540122,484,1459,22,72.0,0.42,30.24
26491,540122,484,1638,22,144.0,0.85,122.39999999999999
26492,540122,484,2377,22,160.0,0.85,136.0
26493,540122,484,2375,22,120.0,0.42,50.4
26494,540122,484,2376,22,24.0,0.85,20.4
26495,540122,484,2378,22,80.0,1.25,100.0
26496,540122,484,2379,22,120.0,0.21,25.2
26497,540122,484,2380,22,8.0,7.95,63.6
26498,540122,484,2381,22,60.0,0.21,12.6
26499,540122,484,2382,22,60.0,0.19,11.4
26500,540122,484,2433,22,96.0,0.42,40.32
26501,540122,484,2434,22,96.0,0.42,40.32
26502,540122,484,2435,22,96.0,0.42,40.32
26503,540122,484,2539,22,36.0,1.25,45.0
26504,540122,484,2608,22,48.0,1.25,60.0
26505,540126,523,329,22,48.0,1.95,93.6
26506,540126,523,330,22,48.0,1.95,93.6
26507,540126,523,331,22,96.0,1.25,120.0
26508,540126,523,332,22,96.0,1.25,120.0
26509,540126,523,1208,22,100.0,0.85,85.0
26510,540126,523,1209,22,150.0,0.85,127.5
26511,540126,523,2248,22,108.0,1.25,135.0
26512,540126,523,2634,22,48.0,1.25,60.0
26513,540126,523,330,22,96.0,1.95,187.2
26514,540126,523,329,22,96.0,1.95,187.2
26515,540130,523,2576,22,128.0,2.55,326.4
26516,540130,523,134,22,10.0,6.75,67.5
26517,540146,955,2457,22,1.0,12.75,12.75
26518,540146,955,1343,22,3.0,1.25,3.75
26519,540146,955,1344,22,3.0,1.25,3.75
26520,540146,955,1339,22,3.0,0.85,2.55
26521,540146,955,1340,22,2.0,0.85,1.7
26522,540146,955,1341,22,1.0,0.85,0.85
26523,540146,955,1342,22,4.0,0.85,3.4
26524,540146,955,1341,22,3.0,0.85,2.55
26525,540146,955,1757,22,2.0,4.25,8.5
26526,540146,955,1337,22,2.0,2.1,4.2
26527,540146,955,1338,22,2.0,2.1,4.2
26528,540146,955,1334,22,2.0,2.1,4.2
26529,540146,955,1333,22,2.0,2.1,4.2
26530,540146,955,1737,22,5.0,2.55,12.75
26531,540146,955,1731,22,8.0,2.55,20.4
26532,540146,955,2408,22,24.0,1.69,40.56
26533,540146,955,2224,22,6.0,1.25,7.5
26534,540146,955,1762,22,6.0,2.1,12.600000000000001
26535,540146,955,733,22,3.0,5.95,17.85
26536,540146,955,1292,22,8.0,2.95,23.6
26537,540146,955,992,22,12.0,0.42,5.04
26538,540146,955,2223,22,6.0,1.25,7.5
26539,540146,955,2576,22,12.0,2.95,35.400000000000006
26540,540146,955,990,22,10.0,0.85,8.5
26541,540146,955,2188,22,8.0,1.65,13.2
26542,540148,663,330,22,24.0,1.95,46.8
26543,540148,663,384,22,48.0,0.42,20.16
26544,540148,663,655,22,48.0,0.19,9.120000000000001
26545,540148,663,989,22,12.0,1.95,23.4
26546,540148,663,475,22,24.0,1.25,30.0
26547,540148,663,2188,22,6.0,1.65,9.899999999999999
26548,540148,663,453,22,24.0,0.85,20.4
26549,540148,663,882,22,24.0,0.29,6.959999999999999
26550,540148,663,1012,22,12.0,0.85,10.2
26551,540148,663,1260,22,12.0,1.25,15.0
26552,540148,663,1427,22,24.0,0.29,6.959999999999999
26553,540148,663,2491,22,24.0,1.25,30.0
26554,540148,663,812,22,24.0,0.19,4.5600000000000005
26555,540148,663,938,22,24.0,0.42,10.08
26556,540148,663,1423,22,36.0,0.21,7.56
26557,540148,663,2634,22,24.0,1.25,30.0
26558,540148,663,2765,22,12.0,0.85,10.2
26559,540148,663,1519,22,25.0,0.42,10.5
26560,540148,663,45,22,25.0,0.42,10.5
26561,540148,663,1068,22,24.0,0.85,20.4
26562,540148,663,1074,22,24.0,0.65,15.600000000000001
26563,540148,663,943,22,10.0,1.65,16.5
26564,540149,219,2474,22,24.0,0.55,13.200000000000001
26565,540149,219,2562,22,30.0,1.95,58.5
26566,540149,219,2564,22,20.0,1.95,39.0
26567,540149,219,2563,22,10.0,1.95,19.5
26568,540149,219,851,22,10.0,1.95,19.5
26569,540149,219,852,22,20.0,1.95,39.0
26570,540149,219,854,22,10.0,1.95,19.5
26571,540149,219,2445,22,12.0,1.25,15.0
26572,540149,219,2056,22,24.0,0.85,20.4
26573,540149,219,239,22,6.0,2.95,17.700000000000003
26574,540149,219,128,22,8.0,1.25,10.0
26575,540149,219,354,22,6.0,2.1,12.600000000000001
26576,540149,219,353,22,10.0,1.25,12.5
26577,540149,219,2000,22,10.0,1.25,12.5
26578,540149,219,409,22,12.0,1.25,15.0
26579,540149,219,410,22,12.0,1.25,15.0
26580,540149,219,2477,22,6.0,3.75,22.5
26581,540149,219,2478,22,6.0,3.75,22.5
26582,540149,219,2479,22,6.0,3.75,22.5
26583,540149,219,2480,22,6.0,3.75,22.5
26584,540149,219,2473,22,24.0,0.55,13.200000000000001
26585,540149,219,876,22,24.0,0.55,13.200000000000001
26586,540149,219,397,22,24.0,0.55,13.200000000000001
26587,540149,219,874,22,24.0,0.55,13.200000000000001
26588,540153,1263,2576,22,32.0,2.55,81.6
26589,540153,1263,2002,22,50.0,3.75,187.5
26590,540153,1263,1485,22,10.0,1.25,12.5
26591,540153,1263,1486,22,10.0,1.25,12.5
26592,540153,1263,1487,22,10.0,1.25,12.5
26593,540153,1263,1488,22,10.0,1.25,12.5
26594,540153,1263,1494,22,10.0,1.25,12.5
26595,540157,1075,1083,22,96.0,1.45,139.2
26596,540157,1075,1527,22,36.0,1.06,38.160000000000004
26597,540157,1075,2562,22,100.0,1.65,165.0
26598,540157,1075,1845,22,12.0,4.65,55.800000000000004
26599,540157,1075,667,22,96.0,1.06,101.76
26600,540157,1075,2141,22,24.0,4.25,102.0
26601,540157,1075,951,22,40.0,2.55,102.0
26602,540157,1075,425,22,8.0,10.95,87.6
26603,540157,1075,1050,22,50.0,1.45,72.5
26604,540157,1075,1025,22,2.0,8.5,17.0
26605,540157,1075,2480,22,7.0,3.75,26.25
26606,540157,1075,2479,22,2.0,3.75,7.5
26607,540157,1075,2156,22,2.0,5.95,11.9
26608,540157,1075,2158,22,2.0,7.95,15.9
26609,540157,1075,19,22,1.0,5.95,5.95
26610,540157,1075,2269,22,2.0,5.95,11.9
26611,540157,1075,1692,22,1.0,4.25,4.25
26612,540157,1075,605,22,6.0,2.55,15.299999999999999
26613,540157,1075,606,22,3.0,2.55,7.6499999999999995
26614,540157,1075,604,22,1.0,2.55,2.55
26615,540157,1075,1187,22,1.0,2.55,2.55
26616,540157,1075,661,22,4.0,3.95,15.8
26617,540157,1075,2244,22,1.0,3.75,3.75
26618,540157,1075,718,22,4.0,1.65,6.6
26619,540157,1075,366,22,2.0,1.69,3.38
26620,540157,1075,1215,22,1.0,1.65,1.65
26621,540157,1075,954,22,1.0,2.95,2.95
26622,540157,1075,2009,22,7.0,2.55,17.849999999999998
26623,540157,1075,742,22,24.0,0.42,10.08
26624,540157,1075,1342,22,2.0,0.85,1.7
26625,540157,1075,2518,22,1.0,4.25,4.25
26626,540157,1075,885,22,6.0,0.85,5.1
26627,540157,1075,886,22,2.0,0.85,1.7
26628,540157,1075,233,22,2.0,2.95,5.9
26629,540157,1075,2173,22,1.0,1.25,1.25
26630,540157,1075,828,22,1.0,0.65,0.65
26631,540157,1075,2384,22,1.0,0.85,0.85
26632,540157,1075,498,22,1.0,2.95,2.95
26633,540157,1075,669,22,1.0,1.25,1.25
26634,540157,1075,668,22,1.0,1.25,1.25
26635,540157,1075,670,22,1.0,1.25,1.25
26636,540157,1075,671,22,1.0,1.25,1.25
26637,540157,1075,672,22,3.0,1.25,3.75
26638,540157,1075,1102,22,4.0,0.85,3.4
26639,540157,1075,540,22,1.0,1.25,1.25
26640,540157,1075,542,22,3.0,1.25,3.75
26641,540157,1075,537,22,5.0,1.25,6.25
26642,540157,1075,127,22,1.0,1.25,1.25
26643,540157,1075,2169,22,2.0,2.1,4.2
26644,540157,1075,166,22,1.0,7.95,7.95
26645,540157,1075,210,22,14.0,2.1,29.400000000000002
26646,540159,1359,2375,22,48.0,0.42,20.16
26647,540159,1359,517,22,144.0,0.36,51.839999999999996
26648,540160,1235,2478,22,216.0,3.39,732.24
26649,540160,1235,2477,22,216.0,3.39,732.24
26650,540160,1235,1210,22,600.0,1.85,1110.0
26651,540161,1563,2576,22,7.0,2.95,20.650000000000002
26652,540161,1563,2141,22,3.0,4.95,14.850000000000001
26653,540161,1563,1692,22,1.0,4.25,4.25
26654,540161,1563,1434,22,1.0,9.95,9.95
26655,540161,1563,1276,22,3.0,3.35,10.05
26656,540161,1563,803,22,2.0,1.25,2.5
26657,540161,1563,1915,22,4.0,1.25,5.0
26658,540161,1563,2182,22,3.0,4.25,12.75
26659,540161,1563,2181,22,2.0,3.75,7.5
26660,540161,1563,1322,22,1.0,5.95,5.95
26661,540161,1563,1566,22,3.0,1.65,4.949999999999999
26662,540161,1563,287,22,1.0,0.95,0.95
26663,540161,1563,67,22,108.0,0.21,22.68
26664,540161,1563,1536,22,3.0,3.75,11.25
26665,540161,1563,1534,22,5.0,3.75,18.75
26666,540161,1563,44,22,1.0,0.42,0.42
26667,540162,285,731,22,6.0,2.1,12.600000000000001
26668,540162,285,394,22,12.0,1.45,17.4
26669,540162,285,469,22,1.0,12.75,12.75
26670,540162,285,2485,22,6.0,2.55,15.299999999999999
26671,540162,285,2412,22,5.0,3.95,19.75
26672,540162,285,20,22,3.0,5.95,17.85
26673,540163,285,882,22,48.0,0.29,13.919999999999998
26674,540163,285,866,22,12.0,1.25,15.0
26675,540163,285,812,22,24.0,0.19,4.5600000000000005
26676,540163,285,453,22,24.0,0.85,20.4
26677,540163,285,975,22,12.0,3.75,45.0
26678,540163,285,990,22,24.0,0.85,20.4
26679,540163,285,1047,22,24.0,1.65,39.599999999999994
26680,540163,285,1048,22,24.0,0.85,20.4
26681,540163,285,1902,22,24.0,0.85,20.4
26682,540163,285,1657,22,24.0,1.25,30.0
26683,540163,285,1291,22,40.0,1.45,58.0
26684,540163,285,2223,22,24.0,1.25,30.0
26685,540163,285,2188,22,24.0,1.65,39.599999999999994
26686,540163,285,2462,22,24.0,0.95,22.799999999999997
26687,540163,285,2463,22,24.0,0.85,20.4
26688,540163,285,2474,22,24.0,0.55,13.200000000000001
26689,540163,285,2468,22,36.0,1.06,38.160000000000004
26690,540163,285,2576,22,32.0,2.55,81.6
26691,540163,285,580,22,24.0,0.42,10.08
26692,540163,285,581,22,12.0,0.42,5.04
26693,540163,285,582,22,12.0,0.42,5.04
26694,540163,285,896,22,12.0,0.42,5.04
26695,540163,285,898,22,12.0,0.42,5.04
26696,540163,285,1524,22,12.0,0.42,5.04
26697,540163,285,905,22,12.0,0.42,5.04
26698,540163,285,1780,22,12.0,0.42,5.04
26699,540163,285,1623,22,12.0,0.42,5.04
26700,540163,285,1621,22,12.0,0.42,5.04
26701,540163,285,579,22,24.0,0.42,10.08
26702,540163,285,584,22,12.0,0.42,5.04
26703,540163,285,585,22,24.0,0.42,10.08
26704,540163,285,899,22,12.0,0.42,5.04
26705,540163,285,901,22,12.0,0.42,5.04
26706,540163,285,1523,22,12.0,0.42,5.04
26707,540163,285,2203,22,12.0,0.42,5.04
26708,540163,285,1781,22,12.0,0.42,5.04
26709,540163,285,41,22,25.0,0.42,10.5
26710,540163,285,44,22,25.0,0.42,10.5
26711,540163,285,573,22,25.0,0.42,10.5
26712,540163,285,575,22,25.0,0.42,10.5
26713,540163,285,576,22,25.0,0.42,10.5
26714,540163,285,577,22,25.0,0.42,10.5
26715,540163,285,1783,22,25.0,0.42,10.5
26716,540163,285,1737,22,12.0,2.55,30.599999999999998
26717,540163,285,1730,22,12.0,2.55,30.599999999999998
26718,540163,285,542,22,24.0,1.25,30.0
26719,540163,285,529,22,16.0,0.85,13.6
26720,540163,285,2165,22,12.0,0.55,6.6000000000000005
26721,540163,285,2588,22,12.0,1.25,15.0
26722,540163,285,2445,22,12.0,1.25,15.0
26723,540163,285,1583,22,1.0,9.95,9.95
26724,540163,285,1284,22,24.0,1.25,30.0
26725,540163,285,1030,22,36.0,1.25,45.0
26726,540163,285,1309,22,12.0,1.65,19.799999999999997
26727,540166,466,2564,22,100.0,1.65,165.0
26728,540166,466,2562,22,200.0,1.65,330.0
26729,540166,466,2563,22,100.0,1.65,165.0
26730,540167,1521,2423,22,10.0,1.25,12.5
26731,540167,1521,1071,22,12.0,1.95,23.4
26732,540167,1521,2607,22,12.0,1.25,15.0
26733,540167,1521,9,22,20.0,0.42,8.4
26734,540167,1521,1208,22,20.0,0.85,17.0
26735,540167,1521,1638,22,24.0,0.85,20.4
26736,540167,1521,2516,22,12.0,1.25,15.0
26737,540167,1521,1104,22,48.0,0.19,9.120000000000001
26738,540167,1521,1179,22,24.0,0.21,5.04
26739,540168,493,1082,22,6.0,1.25,7.5
26740,540168,493,2563,22,6.0,1.95,11.7
26741,540168,493,2564,22,6.0,1.95,11.7
26742,540168,493,2562,22,6.0,1.95,11.7
26743,540168,493,851,22,6.0,1.95,11.7
26744,540168,493,1214,22,10.0,1.65,16.5
26745,540168,493,2032,22,2.0,7.95,15.9
26746,540168,493,2030,22,2.0,7.95,15.9
26747,540168,493,1200,22,2.0,7.95,15.9
26748,540168,493,1133,22,12.0,1.25,15.0
26749,540168,493,1134,22,12.0,1.65,19.799999999999997
26750,540168,493,287,22,3.0,0.95,2.8499999999999996
26751,540168,493,1383,22,3.0,3.75,11.25
26752,540168,493,1384,22,2.0,3.75,7.5
26753,540168,493,1385,22,2.0,3.75,7.5
26754,540168,493,1378,22,4.0,1.25,5.0
26755,540168,493,1379,22,6.0,1.25,7.5
26756,540168,493,1047,22,1.0,1.65,1.65
26757,540168,493,541,22,4.0,1.25,5.0
26758,540168,493,540,22,4.0,1.25,5.0
26759,540168,493,1241,22,2.0,1.45,2.9
26760,540168,493,2470,22,2.0,1.45,2.9
26761,540168,493,2469,22,2.0,1.45,2.9
26762,540168,493,394,22,2.0,1.45,2.9
26763,540168,493,728,22,6.0,3.75,22.5
26764,540168,493,96,22,6.0,1.05,6.300000000000001
26765,540168,493,803,22,6.0,1.25,7.5
26766,540168,493,1884,22,3.0,2.1,6.300000000000001
26767,540168,493,1885,22,3.0,2.1,6.300000000000001
26768,540168,493,2262,22,6.0,0.42,2.52
26769,540168,493,1153,22,4.0,1.25,5.0
26770,540168,493,832,22,5.0,2.1,10.5
26771,540168,493,719,22,8.0,2.95,23.6
26772,540168,493,501,22,12.0,0.65,7.800000000000001
26773,540168,493,534,22,3.0,4.25,12.75
26774,540168,493,535,22,4.0,1.65,6.6
26775,540168,493,536,22,4.0,3.75,15.0
26776,540168,493,1697,22,5.0,2.55,12.75
26777,540168,493,249,22,3.0,1.25,3.75
26778,540168,493,2474,22,2.0,0.55,1.1
26779,540168,493,1242,22,2.0,0.55,1.1
26780,540168,493,2472,22,2.0,0.55,1.1
26781,540168,493,2473,22,2.0,0.55,1.1
26782,540168,493,2249,22,4.0,1.25,5.0
26783,540168,493,449,22,4.0,1.25,5.0
26784,540168,493,248,22,3.0,1.25,3.75
26785,540168,493,247,22,6.0,1.25,7.5
26786,540168,493,2156,22,4.0,5.95,23.8
26787,540168,493,1086,22,6.0,0.85,5.1
26788,540168,493,1047,22,3.0,1.65,4.949999999999999
26789,540168,493,1190,22,10.0,0.85,8.5
26790,540168,493,1291,22,6.0,1.65,9.899999999999999
26791,540169,796,1039,22,1.0,4.25,4.25
26792,540169,796,2529,22,1.0,7.95,7.95
26793,540169,796,1650,22,1.0,16.95,16.95
26794,540169,796,1649,22,1.0,16.95,16.95
26795,540169,796,634,22,1.0,6.95,6.95
26796,540169,796,639,22,1.0,8.95,8.95
26797,540169,796,1210,22,1.0,2.1,2.1
26798,540169,796,859,22,2.0,2.95,5.9
26799,540169,796,589,22,1.0,7.95,7.95
26800,540169,796,2459,22,1.0,12.75,12.75
26801,540169,796,1069,22,1.0,9.95,9.95
26802,540169,796,1046,22,1.0,8.5,8.5
26803,540169,796,1437,22,2.0,8.5,17.0
26804,540169,796,1249,22,3.0,12.75,38.25
26805,540169,796,334,22,1.0,6.75,6.75
26806,540169,796,1189,22,2.0,3.75,7.5
26807,540169,796,362,22,1.0,2.95,2.95
26808,540169,796,1495,22,3.0,1.25,3.75
26809,540169,796,1489,22,1.0,1.25,1.25
26810,540169,796,1491,22,1.0,1.25,1.25
26811,540169,796,1382,22,2.0,1.25,2.5
26812,540169,796,733,22,1.0,5.95,5.95
26813,540169,796,425,22,2.0,12.75,25.5
26814,540169,796,2031,22,1.0,7.95,7.95
26815,540170,515,454,22,24.0,2.1,50.400000000000006
26816,540170,515,1537,22,8.0,3.75,30.0
26817,540170,515,1534,22,8.0,3.75,30.0
26818,540170,515,1536,22,8.0,3.75,30.0
26819,540170,515,1533,22,8.0,3.75,30.0
26820,540172,2061,447,22,16.0,0.85,13.6
26821,540172,2061,2545,22,2.0,12.75,25.5
26822,540172,2061,1657,22,7.0,1.25,8.75
26823,540172,2061,1291,22,9.0,1.65,14.85
26824,540172,2061,2393,22,1.0,1.69,1.69
26825,540172,2061,2392,22,1.0,1.69,1.69
26826,540172,2061,2545,22,1.0,12.75,12.75
26827,540172,2061,426,22,2.0,5.95,11.9
26828,540172,2061,2576,22,1.0,2.95,2.95
26829,540172,2061,1570,22,1.0,9.95,9.95
26830,540172,2061,1326,22,1.0,4.95,4.95
26831,540172,2061,1474,22,1.0,2.95,2.95
26832,540172,2061,1476,22,3.0,2.95,8.850000000000001
26833,540172,2061,2158,22,1.0,7.95,7.95
26834,540172,2061,1006,22,2.0,1.95,3.9
26835,540172,2061,1005,22,2.0,2.1,4.2
