InvoiceNo,StockCode,CustomerID,InvoiceDate,Quantity,UnitPrice,Revenue,Year,Month,Day,Country
540460,84251G,15607,2011-01-07 12:44:00,12,0.19,2.2800000000000002,2011,1,7,United Kingdom
540461,22417,15139,2011-01-07 12:44:00,24,0.55,13.200000000000001,2011,1,7,United Kingdom
540461,21467,15139,2011-01-07 12:44:00,6,3.75,22.5,2011,1,7,United Kingdom
540461,22666,15139,2011-01-07 12:44:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540461,21974,15139,2011-01-07 12:44:00,12,1.45,17.4,2011,1,7,United Kingdom
540461,21977,15139,2011-01-07 12:44:00,24,0.55,13.200000000000001,2011,1,7,United Kingdom
540461,22613,15139,2011-01-07 12:44:00,12,0.85,10.2,2011,1,7,United Kingdom
540461,22197,15139,2011-01-07 12:44:00,12,0.85,10.2,2011,1,7,United Kingdom
540461,22088,15139,2011-01-07 12:44:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540462,71038,16779,2011-01-07 12:45:00,24,4.65,111.60000000000001,2011,1,7,United Kingdom
540462,84050,16779,2011-01-07 12:45:00,72,1.25,90.0,2011,1,7,United Kingdom
540462,21041,16779,2011-01-07 12:45:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540462,21155,16779,2011-01-07 12:45:00,6,2.1,12.600000000000001,2011,1,7,United Kingdom
540462,21098,16779,2011-01-07 12:45:00,12,1.25,15.0,2011,1,7,United Kingdom
540462,22197,16779,2011-01-07 12:45:00,12,0.85,10.2,2011,1,7,United Kingdom
540462,18098C,16779,2011-01-07 12:45:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540462,22112,16779,2011-01-07 12:45:00,3,4.95,14.850000000000001,2011,1,7,United Kingdom
540462,21731,16779,2011-01-07 12:45:00,12,1.65,19.799999999999997,2011,1,7,United Kingdom
540462,84884A,16779,2011-01-07 12:45:00,5,3.95,19.75,2011,1,7,United Kingdom
540462,21042,16779,2011-01-07 12:45:00,3,5.95,17.85,2011,1,7,United Kingdom
540462,21035,16779,2011-01-07 12:45:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540462,22804,16779,2011-01-07 12:45:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540462,22896,16779,2011-01-07 12:45:00,6,2.55,15.299999999999999,2011,1,7,United Kingdom
540462,22667,16779,2011-01-07 12:45:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540462,21929,16779,2011-01-07 12:45:00,10,1.95,19.5,2011,1,7,United Kingdom
540463,POST,12489,2011-01-07 13:13:00,2,18.0,36.0,2011,1,7,France
540463,22556,12489,2011-01-07 13:13:00,12,1.65,19.799999999999997,2011,1,7,France
540463,84375,12489,2011-01-07 13:13:00,12,2.1,25.200000000000003,2011,1,7,France
540463,22138,12489,2011-01-07 13:13:00,3,4.95,14.850000000000001,2011,1,7,France
540463,22467,12489,2011-01-07 13:13:00,12,2.55,30.599999999999998,2011,1,7,France
540463,22090,12489,2011-01-07 13:13:00,6,2.95,17.700000000000003,2011,1,7,France
540463,22606,12489,2011-01-07 13:13:00,2,15.95,31.9,2011,1,7,France
540463,21578,12489,2011-01-07 13:13:00,6,2.25,13.5,2011,1,7,France
540463,22449,12489,2011-01-07 13:13:00,6,3.35,20.1,2011,1,7,France
540463,20750,12489,2011-01-07 13:13:00,2,7.95,15.9,2011,1,7,France
540463,85206A,12489,2011-01-07 13:13:00,6,1.65,9.899999999999999,2011,1,7,France
540463,21843,12489,2011-01-07 13:13:00,3,10.95,32.849999999999994,2011,1,7,France
540463,22139,12489,2011-01-07 13:13:00,6,4.95,29.700000000000003,2011,1,7,France
540463,21054,12489,2011-01-07 13:13:00,3,8.95,26.849999999999998,2011,1,7,France
540463,22027,12489,2011-01-07 13:13:00,24,0.42,10.08,2011,1,7,France
540464,37448,14298,2011-01-07 13:17:00,12,1.25,15.0,2011,1,7,United Kingdom
540464,47559B,14298,2011-01-07 13:17:00,10,1.06,10.600000000000001,2011,1,7,United Kingdom
540464,21355,14298,2011-01-07 13:17:00,12,1.05,12.600000000000001,2011,1,7,United Kingdom
540464,21354,14298,2011-01-07 13:17:00,12,1.05,12.600000000000001,2011,1,7,United Kingdom
540464,22423,14298,2011-01-07 13:17:00,16,10.95,175.2,2011,1,7,United Kingdom
540464,22699,14298,2011-01-07 13:17:00,12,2.55,30.599999999999998,2011,1,7,United Kingdom
540464,22697,14298,2011-01-07 13:17:00,6,2.55,15.299999999999999,2011,1,7,United Kingdom
540464,79000,14298,2011-01-07 13:17:00,24,0.65,15.600000000000001,2011,1,7,United Kingdom
540464,82583,14298,2011-01-07 13:17:00,12,1.69,20.28,2011,1,7,United Kingdom
540464,82600,14298,2011-01-07 13:17:00,12,1.69,20.28,2011,1,7,United Kingdom
540464,82582,14298,2011-01-07 13:17:00,12,1.69,20.28,2011,1,7,United Kingdom
540464,21165,14298,2011-01-07 13:17:00,12,1.45,17.4,2011,1,7,United Kingdom
540464,21171,14298,2011-01-07 13:17:00,12,1.25,15.0,2011,1,7,United Kingdom
540464,22670,14298,2011-01-07 13:17:00,12,1.06,12.72,2011,1,7,United Kingdom
540464,22673,14298,2011-01-07 13:17:00,12,1.06,12.72,2011,1,7,United Kingdom
540464,22675,14298,2011-01-07 13:17:00,12,1.06,12.72,2011,1,7,United Kingdom
540464,22804,14298,2011-01-07 13:17:00,6,2.55,15.299999999999999,2011,1,7,United Kingdom
540464,21733,14298,2011-01-07 13:17:00,32,2.55,81.6,2011,1,7,United Kingdom
540464,85123A,14298,2011-01-07 13:17:00,32,2.55,81.6,2011,1,7,United Kingdom
540464,22464,14298,2011-01-07 13:17:00,12,1.45,17.4,2011,1,7,United Kingdom
540464,71053,14298,2011-01-07 13:17:00,8,3.39,27.12,2011,1,7,United Kingdom
540464,22893,14298,2011-01-07 13:17:00,48,0.36,17.28,2011,1,7,United Kingdom
540464,18098C,14298,2011-01-07 13:17:00,12,2.55,30.599999999999998,2011,1,7,United Kingdom
540464,22969,14298,2011-01-07 13:17:00,24,1.25,30.0,2011,1,7,United Kingdom
540464,22212,14298,2011-01-07 13:17:00,6,1.69,10.14,2011,1,7,United Kingdom
540464,22219,14298,2011-01-07 13:17:00,24,0.72,17.28,2011,1,7,United Kingdom
540464,22224,14298,2011-01-07 13:17:00,6,2.55,15.299999999999999,2011,1,7,United Kingdom
540464,84406B,14298,2011-01-07 13:17:00,8,2.75,22.0,2011,1,7,United Kingdom
540464,21340,14298,2011-01-07 13:17:00,8,9.95,79.6,2011,1,7,United Kingdom
540464,21272,14298,2011-01-07 13:17:00,12,1.06,12.72,2011,1,7,United Kingdom
540464,84792,14298,2011-01-07 13:17:00,8,3.81,30.48,2011,1,7,United Kingdom
540464,85230E,14298,2011-01-07 13:17:00,48,0.21,10.08,2011,1,7,United Kingdom
540464,85230G,14298,2011-01-07 13:17:00,24,0.21,5.04,2011,1,7,United Kingdom
540464,85230F,14298,2011-01-07 13:17:00,48,0.21,10.08,2011,1,7,United Kingdom
540464,82001S,14298,2011-01-07 13:17:00,12,3.39,40.68,2011,1,7,United Kingdom
540464,84692,14298,2011-01-07 13:17:00,100,0.36,36.0,2011,1,7,United Kingdom
540464,40016,14298,2011-01-07 13:17:00,96,0.25,24.0,2011,1,7,United Kingdom
540464,22129,14298,2011-01-07 13:17:00,24,0.72,17.28,2011,1,7,United Kingdom
540464,22128,14298,2011-01-07 13:17:00,24,1.06,25.44,2011,1,7,United Kingdom
540464,22245,14298,2011-01-07 13:17:00,24,0.72,17.28,2011,1,7,United Kingdom
540464,22244,14298,2011-01-07 13:17:00,12,1.65,19.799999999999997,2011,1,7,United Kingdom
540464,22250,14298,2011-01-07 13:17:00,32,0.72,23.04,2011,1,7,United Kingdom
540464,22249,14298,2011-01-07 13:17:00,32,0.72,23.04,2011,1,7,United Kingdom
540464,22248,14298,2011-01-07 13:17:00,32,0.72,23.04,2011,1,7,United Kingdom
540464,22247,14298,2011-01-07 13:17:00,32,0.72,23.04,2011,1,7,United Kingdom
540464,22251,14298,2011-01-07 13:17:00,24,1.06,25.44,2011,1,7,United Kingdom
540464,22752,14298,2011-01-07 13:17:00,6,7.65,45.900000000000006,2011,1,7,United Kingdom
540464,22064,14298,2011-01-07 13:17:00,12,1.45,17.4,2011,1,7,United Kingdom
540464,37449,14298,2011-01-07 13:17:00,8,8.5,68.0,2011,1,7,United Kingdom
540464,37446,14298,2011-01-07 13:17:00,16,1.25,20.0,2011,1,7,United Kingdom
540464,47580,14298,2011-01-07 13:17:00,6,2.1,12.600000000000001,2011,1,7,United Kingdom
540464,15060B,14298,2011-01-07 13:17:00,12,2.95,35.400000000000006,2011,1,7,United Kingdom
540465,84946,17707,2011-01-07 13:30:00,12,1.25,15.0,2011,1,7,United Kingdom
540465,22699,17707,2011-01-07 13:30:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540465,79000,17707,2011-01-07 13:30:00,60,0.85,51.0,2011,1,7,United Kingdom
540466,79321,15649,2011-01-07 13:34:00,72,4.25,306.0,2011,1,7,United Kingdom
540467,21318,18198,2011-01-07 13:39:00,6,1.65,9.899999999999999,2011,1,7,United Kingdom
540467,21319,18198,2011-01-07 13:39:00,6,1.65,9.899999999999999,2011,1,7,United Kingdom
540467,71459,18198,2011-01-07 13:39:00,12,0.85,10.2,2011,1,7,United Kingdom
540467,22469,18198,2011-01-07 13:39:00,12,1.65,19.799999999999997,2011,1,7,United Kingdom
540467,85123A,18198,2011-01-07 13:39:00,12,2.95,35.400000000000006,2011,1,7,United Kingdom
540467,22916,18198,2011-01-07 13:39:00,12,0.65,7.800000000000001,2011,1,7,United Kingdom
540467,22917,18198,2011-01-07 13:39:00,12,0.65,7.800000000000001,2011,1,7,United Kingdom
540467,22918,18198,2011-01-07 13:39:00,12,0.65,7.800000000000001,2011,1,7,United Kingdom
540467,22919,18198,2011-01-07 13:39:00,12,0.65,7.800000000000001,2011,1,7,United Kingdom
540467,22920,18198,2011-01-07 13:39:00,12,0.65,7.800000000000001,2011,1,7,United Kingdom
540467,22921,18198,2011-01-07 13:39:00,12,0.65,7.800000000000001,2011,1,7,United Kingdom
540467,22470,18198,2011-01-07 13:39:00,12,2.95,35.400000000000006,2011,1,7,United Kingdom
540467,22670,18198,2011-01-07 13:39:00,12,1.25,15.0,2011,1,7,United Kingdom
540467,22457,18198,2011-01-07 13:39:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540467,21509,18198,2011-01-07 13:39:00,12,0.42,5.04,2011,1,7,United Kingdom
540467,22666,18198,2011-01-07 13:39:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540467,21733,18198,2011-01-07 13:39:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540467,22178,18198,2011-01-07 13:39:00,24,1.25,30.0,2011,1,7,United Kingdom
540467,84946,18198,2011-01-07 13:39:00,24,1.25,30.0,2011,1,7,United Kingdom
540469,POST,12484,2011-01-07 14:04:00,4,28.0,112.0,2011,1,7,Spain
540469,22814,12484,2011-01-07 14:04:00,12,0.42,5.04,2011,1,7,Spain
540469,21500,12484,2011-01-07 14:04:00,25,0.42,10.5,2011,1,7,Spain
540469,22045,12484,2011-01-07 14:04:00,25,0.42,10.5,2011,1,7,Spain
540469,22711,12484,2011-01-07 14:04:00,25,0.42,10.5,2011,1,7,Spain
540469,22047,12484,2011-01-07 14:04:00,25,0.42,10.5,2011,1,7,Spain
540469,84251B,12484,2011-01-07 14:04:00,12,0.19,2.2800000000000002,2011,1,7,Spain
540469,84251C,12484,2011-01-07 14:04:00,12,0.19,2.2800000000000002,2011,1,7,Spain
540469,22023,12484,2011-01-07 14:04:00,12,0.42,5.04,2011,1,7,Spain
540469,22716,12484,2011-01-07 14:04:00,12,0.42,5.04,2011,1,7,Spain
540469,22029,12484,2011-01-07 14:04:00,12,0.42,5.04,2011,1,7,Spain
540469,22820,12484,2011-01-07 14:04:00,12,0.65,7.800000000000001,2011,1,7,Spain
540469,21544,12484,2011-01-07 14:04:00,10,0.85,8.5,2011,1,7,Spain
540469,21679,12484,2011-01-07 14:04:00,6,0.85,5.1,2011,1,7,Spain
540469,21677,12484,2011-01-07 14:04:00,6,0.85,5.1,2011,1,7,Spain
540469,22745,12484,2011-01-07 14:04:00,3,2.1,6.300000000000001,2011,1,7,Spain
540469,22746,12484,2011-01-07 14:04:00,3,2.1,6.300000000000001,2011,1,7,Spain
540469,22748,12484,2011-01-07 14:04:00,3,2.1,6.300000000000001,2011,1,7,Spain
540469,22548,12484,2011-01-07 14:04:00,4,1.25,5.0,2011,1,7,Spain
540469,21912,12484,2011-01-07 14:04:00,3,3.75,11.25,2011,1,7,Spain
540469,22550,12484,2011-01-07 14:04:00,3,3.75,11.25,2011,1,7,Spain
540469,84898F,12484,2011-01-07 14:04:00,4,2.1,8.4,2011,1,7,Spain
540469,22148,12484,2011-01-07 14:04:00,4,1.95,7.8,2011,1,7,Spain
540469,22750,12484,2011-01-07 14:04:00,2,3.75,7.5,2011,1,7,Spain
540469,22751,12484,2011-01-07 14:04:00,2,3.75,7.5,2011,1,7,Spain
540469,22749,12484,2011-01-07 14:04:00,2,3.75,7.5,2011,1,7,Spain
540469,20971,12484,2011-01-07 14:04:00,3,1.25,3.75,2011,1,7,Spain
540469,20972,12484,2011-01-07 14:04:00,3,1.25,3.75,2011,1,7,Spain
540469,47590A,12484,2011-01-07 14:04:00,4,5.45,21.8,2011,1,7,Spain
540469,47590B,12484,2011-01-07 14:04:00,5,5.45,27.25,2011,1,7,Spain
540469,47566B,12484,2011-01-07 14:04:00,4,4.65,18.6,2011,1,7,Spain
540469,48138,12484,2011-01-07 14:04:00,1,7.95,7.95,2011,1,7,Spain
540469,48111,12484,2011-01-07 14:04:00,1,7.95,7.95,2011,1,7,Spain
540469,48129,12484,2011-01-07 14:04:00,1,7.95,7.95,2011,1,7,Spain
540469,21955,12484,2011-01-07 14:04:00,1,7.95,7.95,2011,1,7,Spain
540469,22646,12484,2011-01-07 14:04:00,4,1.45,5.8,2011,1,7,Spain
540469,22505,12484,2011-01-07 14:04:00,4,4.95,19.8,2011,1,7,Spain
540469,22507,12484,2011-01-07 14:04:00,2,4.95,9.9,2011,1,7,Spain
540469,20978,12484,2011-01-07 14:04:00,6,1.25,7.5,2011,1,7,Spain
540469,22693,12484,2011-01-07 14:04:00,24,1.25,30.0,2011,1,7,Spain
540469,20970,12484,2011-01-07 14:04:00,3,3.75,11.25,2011,1,7,Spain
540469,20967,12484,2011-01-07 14:04:00,3,3.75,11.25,2011,1,7,Spain
540469,22382,12484,2011-01-07 14:04:00,6,1.65,9.899999999999999,2011,1,7,Spain
540469,20727,12484,2011-01-07 14:04:00,6,1.65,9.899999999999999,2011,1,7,Spain
540469,22384,12484,2011-01-07 14:04:00,6,1.65,9.899999999999999,2011,1,7,Spain
540469,20725,12484,2011-01-07 14:04:00,4,1.65,6.6,2011,1,7,Spain
540469,20728,12484,2011-01-07 14:04:00,5,1.65,8.25,2011,1,7,Spain
540469,84755,12484,2011-01-07 14:04:00,8,0.65,5.2,2011,1,7,Spain
540469,22561,12484,2011-01-07 14:04:00,6,1.65,9.899999999999999,2011,1,7,Spain
540469,22804,12484,2011-01-07 14:04:00,6,2.95,17.700000000000003,2011,1,7,Spain
540469,85123A,12484,2011-01-07 14:04:00,6,2.95,17.700000000000003,2011,1,7,Spain
540469,22197,12484,2011-01-07 14:04:00,12,0.85,10.2,2011,1,7,Spain
540469,22189,12484,2011-01-07 14:04:00,4,3.95,15.8,2011,1,7,Spain
540469,22492,12484,2011-01-07 14:04:00,36,0.65,23.400000000000002,2011,1,7,Spain
540469,22891,12484,2011-01-07 14:04:00,6,4.25,25.5,2011,1,7,Spain
540469,21062,12484,2011-01-07 14:04:00,10,0.85,8.5,2011,1,7,Spain
540469,21063,12484,2011-01-07 14:04:00,12,0.85,10.2,2011,1,7,Spain
540469,22969,12484,2011-01-07 14:04:00,12,1.45,17.4,2011,1,7,Spain
540469,75013B,12484,2011-01-07 14:04:00,6,1.65,9.899999999999999,2011,1,7,Spain
540469,20752,12484,2011-01-07 14:04:00,2,2.1,4.2,2011,1,7,Spain
540469,20754,12484,2011-01-07 14:04:00,2,2.1,4.2,2011,1,7,Spain
540469,20751,12484,2011-01-07 14:04:00,4,2.1,8.4,2011,1,7,Spain
540469,21479,12484,2011-01-07 14:04:00,2,3.75,7.5,2011,1,7,Spain
540469,22111,12484,2011-01-07 14:04:00,2,4.95,9.9,2011,1,7,Spain
540469,22112,12484,2011-01-07 14:04:00,2,4.95,9.9,2011,1,7,Spain
540469,22835,12484,2011-01-07 14:04:00,2,4.65,9.3,2011,1,7,Spain
540469,21485,12484,2011-01-07 14:04:00,2,4.95,9.9,2011,1,7,Spain
540469,22113,12484,2011-01-07 14:04:00,2,3.75,7.5,2011,1,7,Spain
540469,51014L,12484,2011-01-07 14:04:00,12,0.85,10.2,2011,1,7,Spain
540469,51014A,12484,2011-01-07 14:04:00,12,0.85,10.2,2011,1,7,Spain
540469,22900,12484,2011-01-07 14:04:00,8,2.95,23.6,2011,1,7,Spain
540469,22109,12484,2011-01-07 14:04:00,2,3.75,7.5,2011,1,7,Spain
540469,22629,12484,2011-01-07 14:04:00,5,1.95,9.75,2011,1,7,Spain
540469,21559,12484,2011-01-07 14:04:00,6,2.55,15.299999999999999,2011,1,7,Spain
540469,22196,12484,2011-01-07 14:04:00,4,0.85,3.4,2011,1,7,Spain
540469,22195,12484,2011-01-07 14:04:00,4,1.65,6.6,2011,1,7,Spain
540469,22966,12484,2011-01-07 14:04:00,3,1.25,3.75,2011,1,7,Spain
540469,37482P,12484,2011-01-07 14:04:00,6,2.55,15.299999999999999,2011,1,7,Spain
540469,22423,12484,2011-01-07 14:04:00,3,12.75,38.25,2011,1,7,Spain
540469,22964,12484,2011-01-07 14:04:00,4,2.1,8.4,2011,1,7,Spain
540469,21232,12484,2011-01-07 14:04:00,4,1.25,5.0,2011,1,7,Spain
540469,37343,12484,2011-01-07 14:04:00,6,1.65,9.899999999999999,2011,1,7,Spain
540469,22636,12484,2011-01-07 14:04:00,4,8.5,34.0,2011,1,7,Spain
540469,22090,12484,2011-01-07 14:04:00,3,2.95,8.850000000000001,2011,1,7,Spain
540469,22083,12484,2011-01-07 14:04:00,6,2.95,17.700000000000003,2011,1,7,Spain
540469,21289,12484,2011-01-07 14:04:00,16,1.25,20.0,2011,1,7,Spain
540469,20828,12484,2011-01-07 14:04:00,6,2.55,15.299999999999999,2011,1,7,Spain
540469,22862,12484,2011-01-07 14:04:00,4,4.25,17.0,2011,1,7,Spain
540469,84378,12484,2011-01-07 14:04:00,4,1.25,5.0,2011,1,7,Spain
540469,84380,12484,2011-01-07 14:04:00,4,1.25,5.0,2011,1,7,Spain
540469,22236,12484,2011-01-07 14:04:00,3,12.75,38.25,2011,1,7,Spain
540469,21355,12484,2011-01-07 14:04:00,3,1.25,3.75,2011,1,7,Spain
540469,21358,12484,2011-01-07 14:04:00,3,1.25,3.75,2011,1,7,Spain
540469,35965,12484,2011-01-07 14:04:00,4,2.95,11.8,2011,1,7,Spain
540469,21210,12484,2011-01-07 14:04:00,2,1.45,2.9,2011,1,7,Spain
540469,21974,12484,2011-01-07 14:04:00,2,1.45,2.9,2011,1,7,Spain
540469,21973,12484,2011-01-07 14:04:00,2,1.45,2.9,2011,1,7,Spain
540469,84987,12484,2011-01-07 14:04:00,2,1.45,2.9,2011,1,7,Spain
540471,48138,15601,2011-01-07 14:21:00,4,7.95,31.8,2011,1,7,United Kingdom
540471,48187,15601,2011-01-07 14:21:00,4,7.95,31.8,2011,1,7,United Kingdom
540471,48188,15601,2011-01-07 14:21:00,4,7.95,31.8,2011,1,7,United Kingdom
540471,82494L,15601,2011-01-07 14:21:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540471,84755,15601,2011-01-07 14:21:00,16,0.65,10.4,2011,1,7,United Kingdom
540471,84970L,15601,2011-01-07 14:21:00,12,0.95,11.399999999999999,2011,1,7,United Kingdom
540471,85123A,15601,2011-01-07 14:21:00,24,2.95,70.80000000000001,2011,1,7,United Kingdom
540471,21232,15601,2011-01-07 14:21:00,12,1.25,15.0,2011,1,7,United Kingdom
540471,22800,15601,2011-01-07 14:21:00,4,3.75,15.0,2011,1,7,United Kingdom
540471,22798,15601,2011-01-07 14:21:00,8,2.95,23.6,2011,1,7,United Kingdom
540471,21314,15601,2011-01-07 14:21:00,8,2.1,16.8,2011,1,7,United Kingdom
540471,84707A,15601,2011-01-07 14:21:00,2,9.95,19.9,2011,1,7,United Kingdom
540471,22801,15601,2011-01-07 14:21:00,4,3.75,15.0,2011,1,7,United Kingdom
540471,22066,15601,2011-01-07 14:21:00,12,1.45,17.4,2011,1,7,United Kingdom
540471,22064,15601,2011-01-07 14:21:00,12,1.65,19.799999999999997,2011,1,7,United Kingdom
540471,20685,15601,2011-01-07 14:21:00,2,7.95,15.9,2011,1,7,United Kingdom
540471,21506,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540471,21507,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540471,21523,15601,2011-01-07 14:21:00,4,7.95,31.8,2011,1,7,United Kingdom
540471,21524,15601,2011-01-07 14:21:00,2,7.95,15.9,2011,1,7,United Kingdom
540471,21669,15601,2011-01-07 14:21:00,12,1.25,15.0,2011,1,7,United Kingdom
540471,21670,15601,2011-01-07 14:21:00,12,1.25,15.0,2011,1,7,United Kingdom
540471,21754,15601,2011-01-07 14:21:00,3,5.95,17.85,2011,1,7,United Kingdom
540471,21755,15601,2011-01-07 14:21:00,12,5.95,71.4,2011,1,7,United Kingdom
540471,22028,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540471,22029,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540471,22035,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540471,22037,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540471,22431,15601,2011-01-07 14:21:00,6,1.95,11.7,2011,1,7,United Kingdom
540471,22432,15601,2011-01-07 14:21:00,6,1.95,11.7,2011,1,7,United Kingdom
540471,22460,15601,2011-01-07 14:21:00,12,1.25,15.0,2011,1,7,United Kingdom
540471,22717,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540471,22718,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540471,22766,15601,2011-01-07 14:21:00,8,2.95,23.6,2011,1,7,United Kingdom
540471,22771,15601,2011-01-07 14:21:00,12,1.25,15.0,2011,1,7,United Kingdom
540471,22772,15601,2011-01-07 14:21:00,12,1.25,15.0,2011,1,7,United Kingdom
540471,22775,15601,2011-01-07 14:21:00,12,1.25,15.0,2011,1,7,United Kingdom
540471,22815,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540471,22983,15601,2011-01-07 14:21:00,12,0.42,5.04,2011,1,7,United Kingdom
540472,21733,18179,2011-01-07 14:22:00,6,2.95,17.700000000000003,2011,1,7,United Kingdom
540472,21726,18179,2011-01-07 14:22:00,12,0.85,10.2,2011,1,7,United Kingdom
540472,22195,18179,2011-01-07 14:22:00,12,1.65,19.799999999999997,2011,1,7,United Kingdom
540472,22862,18179,2011-01-07 14:22:00,4,4.25,17.0,2011,1,7,United Kingdom
540472,84378,18179,2011-01-07 14:22:00,12,1.25,15.0,2011,1,7,United Kingdom
540472,84970S,18179,2011-01-07 14:22:00,12,0.85,10.2,2011,1,7,United Kingdom
540472,84992,18179,2011-01-07 14:22:00,24,0.55,13.200000000000001,2011,1,7,United Kingdom
540472,84988,18179,2011-01-07 14:22:00,12,1.45,17.4,2011,1,7,United Kingdom
540472,21361,18179,2011-01-07 14:22:00,2,12.75,25.5,2011,1,7,United Kingdom
540472,21137,18179,2011-01-07 14:22:00,4,3.75,15.0,2011,1,7,United Kingdom
540472,21870,18179,2011-01-07 14:22:00,12,1.25,15.0,2011,1,7,United Kingdom
540472,21700,18179,2011-01-07 14:22:00,12,0.85,10.2,2011,1,7,United Kingdom
540472,22309,18179,2011-01-07 14:22:00,6,2.55,15.299999999999999,2011,1,7,United Kingdom
540472,22627,18179,2011-01-07 14:22:00,2,8.5,17.0,2011,1,7,United Kingdom
540472,22741,18179,2011-01-07 14:22:00,48,0.85,40.8,2011,1,7,United Kingdom
540472,84692,18179,2011-01-07 14:22:00,25,0.42,10.5,2011,1,7,United Kingdom
540472,22435,18179,2011-01-07 14:22:00,12,1.25,15.0,2011,1,7,United Kingdom
540472,21621,18179,2011-01-07 14:22:00,6,8.5,51.0,2011,1,7,United Kingdom
540473,21389,17284,2011-01-07 14:31:00,6,0.85,5.1,2011,1,7,United Kingdom
540473,21385,17284,2011-01-07 14:31:00,6,0.85,5.1,2011,1,7,United Kingdom
540473,85194L,17284,2011-01-07 14:31:00,6,0.85,5.1,2011,1,7,United Kingdom
540473,85194S,17284,2011-01-07 14:31:00,6,0.65,3.9000000000000004,2011,1,7,United Kingdom
540473,22248,17284,2011-01-07 14:31:00,3,0.85,2.55,2011,1,7,United Kingdom
540473,22249,17284,2011-01-07 14:31:00,4,0.85,3.4,2011,1,7,United Kingdom
540473,22265,17284,2011-01-07 14:31:00,6,0.65,3.9000000000000004,2011,1,7,United Kingdom
540473,85187,17284,2011-01-07 14:31:00,6,1.65,9.899999999999999,2011,1,7,United Kingdom
540473,22251,17284,2011-01-07 14:31:00,3,1.25,3.75,2011,1,7,United Kingdom
540473,22250,17284,2011-01-07 14:31:00,3,0.85,2.55,2011,1,7,United Kingdom
540473,21383,17284,2011-01-07 14:31:00,6,0.65,3.9000000000000004,2011,1,7,United Kingdom
540473,22291,17284,2011-01-07 14:31:00,3,1.45,4.35,2011,1,7,United Kingdom
540473,22292,17284,2011-01-07 14:31:00,3,1.45,4.35,2011,1,7,United Kingdom
540473,22293,17284,2011-01-07 14:31:00,3,1.45,4.35,2011,1,7,United Kingdom
540473,16237,17284,2011-01-07 14:31:00,3,0.21,0.63,2011,1,7,United Kingdom
540473,16236,17284,2011-01-07 14:31:00,3,0.21,0.63,2011,1,7,United Kingdom
540473,16258A,17284,2011-01-07 14:31:00,4,0.42,1.68,2011,1,7,United Kingdom
540473,21446,17284,2011-01-07 14:31:00,4,1.25,5.0,2011,1,7,United Kingdom
540473,20669,17284,2011-01-07 14:31:00,3,1.25,3.75,2011,1,7,United Kingdom
540473,20985,17284,2011-01-07 14:31:00,3,1.25,3.75,2011,1,7,United Kingdom
540473,22077,17284,2011-01-07 14:31:00,3,1.65,4.949999999999999,2011,1,7,United Kingdom
540473,21563,17284,2011-01-07 14:31:00,3,2.95,8.850000000000001,2011,1,7,United Kingdom
540473,21199,17284,2011-01-07 14:31:00,2,1.65,3.3,2011,1,7,United Kingdom
540473,21198,17284,2011-01-07 14:31:00,2,1.65,3.3,2011,1,7,United Kingdom
540473,84985A,17284,2011-01-07 14:31:00,3,1.45,4.35,2011,1,7,United Kingdom
540473,21211,17284,2011-01-07 14:31:00,2,1.45,2.9,2011,1,7,United Kingdom
540473,21210,17284,2011-01-07 14:31:00,2,1.45,2.9,2011,1,7,United Kingdom
540473,84988,17284,2011-01-07 14:31:00,4,1.45,5.8,2011,1,7,United Kingdom
540473,84993B,17284,2011-01-07 14:31:00,2,0.42,0.84,2011,1,7,United Kingdom
540473,84993A,17284,2011-01-07 14:31:00,3,0.42,1.26,2011,1,7,United Kingdom
540473,84989A,17284,2011-01-07 14:31:00,3,0.55,1.6500000000000001,2011,1,7,United Kingdom
540473,21215,17284,2011-01-07 14:31:00,3,0.55,1.6500000000000001,2011,1,7,United Kingdom
